IBGE,Municipio,Population,Date,FirstDose,SecondDose,First Dose,Dose,Única,Second Dose,3Dose,Reforço,DoseAdicional,Dose ,Reforço ,Dose Adicional ,3 Dose
3164506,São Sebastião do Maranhão,9884,2021-02-09,1,2,0,0,0,0,0,0,0,0,0,0,0
2207553,Paquetá,3931,2021-02-10,1,2,0,0,0,0,0,0,0,0,0,0,0
5216007,Panamá,2590,2021-02-10,1,1,0,0,0,0,0,0,0,0,0,0,0
4209177,Jupiá,2083,2021-02-11,1,0,0,0,0,0,0,0,0,0,0,0,0
4313003,Nova Bréscia,3345,2021-02-12,2,2,0,0,0,0,0,0,0,0,0,0,0
5200829,Amaralina,3875,2021-02-18,1,1,0,0,0,0,0,0,0,0,0,0,0
2505907,Emas,3556,2021-02-24,1,1,0,0,0,0,0,0,0,0,0,0,0
2209450,Santo Antônio dos Milagres,2172,2021-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0
4321857,Três Palmeiras,4232,2021-03-08,1,1,0,0,0,0,0,0,0,0,0,0,0
4201802,Atalanta,3179,2021-03-09,1,1,0,0,0,0,0,0,0,0,0,0,0
4201604,Arroio Trinta,3547,2021-03-10,1,1,0,0,0,0,0,0,0,0,0,0,0
2514651,São José do Brejo do Cruz,1821,2021-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0
2901700,Antônio Cardoso,11670,2021-03-11,1,1,0,0,0,0,0,0,0,0,0,0,0
4218954,Urupema,2453,2021-03-11,1,1,0,0,0,0,0,0,0,0,0,0,0
2931202,Taperoá,21421,2021-03-16,1,1,0,0,0,0,0,0,0,0,0,0,0
4310702,Itatiba do Sul,3143,2021-03-17,1,1,0,0,0,0,0,0,0,0,0,0,0
2932804,Utinga,19330,2021-03-19,1,1,0,0,0,0,0,0,0,0,0,0,0
3160454,Santo Antônio do Retiro,7316,2021-03-24,1,1,0,0,0,0,0,0,0,0,0,0,0
3540101,Pongaí,3385,2021-03-24,2,0,0,0,0,0,0,0,0,0,0,0,0
3147956,Patis,6031,2021-03-25,1,0,0,0,0,0,0,0,0,0,0,0,0
4122909,Salto do Itararé,4862,2021-03-29,1,0,0,0,0,0,0,0,0,0,0,0,0
2922706,Nova Canaã,16482,2021-04-03,1,0,0,0,0,0,0,0,0,0,0,0,0
4305850,Coqueiros do Sul,2267,2021-04-03,1,0,0,0,0,0,0,0,0,0,0,0,0
3151008,Piranguinho,8683,2021-04-06,1,1,0,0,0,0,0,0,0,0,0,0,0
5219605,Santa Tereza de Goiás,3207,2021-04-08,1,0,0,0,0,0,0,0,0,0,0,0,0
5203807,Britânia,5815,2021-04-10,1,1,0,0,0,0,0,0,0,0,0,0,0
2512408,Puxinanã,13801,2021-04-14,1,1,0,0,0,0,0,0,0,0,0,0,0
3202553,Ibitirama,8830,2021-04-15,1,1,0,0,0,0,0,0,0,0,0,0,0
2501401,Baía da Traição,9197,2021-04-18,1,1,0,0,0,0,0,0,0,0,0,0,0
2304657,Graça,14415,2021-04-19,1,1,0,0,0,0,0,0,0,0,0,0,0
2405504,Jardim de Angicos,2600,2021-04-19,1,1,0,0,0,0,0,0,0,0,0,0,0
3140100,Marilac,4079,2021-04-22,1,1,0,0,0,0,0,0,0,0,0,0,0
3148301,Paula Cândido,9597,2021-04-22,1,0,0,0,0,0,0,0,0,0,0,0,0
4311981,Mariana Pimentel,3892,2021-04-22,1,1,0,0,0,0,0,0,0,0,0,0,0
2609808,Orocó,15309,2021-04-24,1,1,0,0,0,0,0,0,0,0,0,0,0
2406007,José da Penha,5941,2021-04-27,2,1,0,0,0,0,0,0,0,0,0,0,0
3108107,Bonfim,6852,2021-04-27,2,1,0,0,0,0,0,0,0,0,0,0,0
3200359,Alto Rio Novo,7911,2021-04-27,1,1,0,0,0,0,0,0,0,0,0,0,0
3162575,São João do Manteninha,5975,2021-04-28,0,1,0,0,0,0,0,0,0,0,0,0,0
4314027,Paraíso do Sul,7635,2021-04-29,0,1,0,0,0,0,0,0,0,0,0,0,0
3165560,Sem-Peixe,2579,2021-05-03,1,1,0,0,0,0,0,0,0,0,0,0,0
4308706,Gaurama,5447,2021-05-03,1,0,0,0,0,0,0,0,0,0,0,0,0
2201309,Barreiras do Piauí,3356,2021-05-04,1,0,0,0,0,0,0,0,0,0,0,0,0
3201159,Brejetuba,12450,2021-05-05,1,0,0,0,0,0,0,0,0,0,0,0,0
2508604,Lucena,13344,2021-05-06,1,0,0,0,0,0,0,0,0,0,0,0,0
3527504,Lucianópolis,2412,2021-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0
2409605,Pedra Preta,2419,2021-05-08,1,0,0,0,0,0,0,0,0,0,0,0,0
2510600,Ouro Velho,3052,2021-05-08,1,1,0,0,0,0,0,0,0,0,0,0,0
4323507,Vista Alegre,2726,2021-05-08,1,1,0,0,0,0,0,0,0,0,0,0,0
3300159,Aperibé,12036,2021-05-12,2,0,0,0,0,0,0,0,0,0,0,0,0
3102852,Angelândia,8594,2021-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0
2406908,Lucrécia,4053,2021-05-14,1,0,0,0,0,0,0,0,0,0,0,0,0
1718865,Santa Fé do Araguaia,7678,2021-05-15,2,2,0,0,0,0,0,0,0,0,0,0,0
3304607,Santa Maria Madalena,10380,2021-05-15,0,1,0,0,0,0,0,0,0,0,0,0,0
5219506,Santa Rosa de Goiás,2200,2021-05-15,1,1,0,0,0,0,0,0,0,0,0,0,0
3146404,Paineiras,4440,2021-05-16,1,1,0,0,0,0,0,0,0,0,0,0,0
3165206,São Tomé das Letras,7151,2021-05-18,1,1,0,0,0,0,0,0,0,0,0,0,0
4207684,Ipuaçu,7643,2021-05-18,0,1,0,0,0,0,0,0,0,0,0,0,0
5205208,Caturaí,5132,2021-05-18,1,0,0,0,0,0,0,0,0,0,0,0,0
3102050,Alto Caparaó,5938,2021-05-19,1,1,0,0,0,0,0,0,0,0,0,0,0
4318499,São José do Inhacorá,2040,2021-05-19,1,1,0,0,0,0,0,0,0,0,0,0,0
3137700,Lajinha,19914,2021-05-20,1,0,0,0,0,0,0,0,0,0,0,0,0
5214408,Nazário,9375,2021-05-20,3,1,0,0,0,0,0,0,0,0,0,0,0
3202652,Irupi,13672,2021-05-21,1,1,0,0,0,0,0,0,0,0,0,0,0
4122800,Salgado Filho,3389,2021-05-21,2,2,0,0,0,0,0,0,0,0,0,0,0
2923050,Novo Triunfo,15445,2021-05-24,1,0,0,0,0,0,0,0,0,0,0,0,0
3146503,Pains,8308,2021-05-24,1,1,0,0,0,0,0,0,0,0,0,0,0
2410504,Rafael Fernandes,5158,2021-05-25,1,2,0,0,0,0,0,0,0,0,0,0,0
2408409,Olho d'Água do Borges,4231,2021-05-26,1,1,0,0,0,0,0,0,0,0,0,0,0
3168101,Tapira,4890,2021-05-26,1,0,0,0,0,0,0,0,0,0,0,0,0
2209807,São Gonçalo do Piauí,5044,2021-05-28,1,1,0,0,0,0,0,0,0,0,0,0,0
3162401,São João da Ponte,25033,2021-05-28,1,0,0,0,0,0,0,0,0,0,0,0,0
4103958,Campina do Simão,3831,2021-05-28,1,0,0,0,0,0,0,0,0,0,0,0,0
2404002,Frutuoso Gomes,4015,2021-05-31,1,0,0,0,0,0,0,0,0,0,0,0,0
2917904,Jandaíra,10742,2021-05-31,1,0,0,0,0,0,0,0,0,0,0,0,0
3119807,Córrego Danta,3168,2021-05-31,1,1,0,0,0,0,0,0,0,0,0,0,0
3170651,Vargem Grande do Rio Pardo,5045,2021-05-31,1,0,0,0,0,0,0,0,0,0,0,0,0
2903235,Barro Alto,15171,2021-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0
2408805,Parazinho,5307,2021-06-03,1,1,0,0,0,0,0,0,0,0,0,0,0
5220686,Simolândia,6895,2021-06-03,2,0,0,0,0,0,0,0,0,0,0,0,0
2906824,Canudos,16832,2021-06-04,1,0,0,0,0,0,0,0,0,0,0,0,0
3115359,Catas Altas,5465,2021-06-04,1,0,0,0,0,0,0,0,0,0,0,0,0
3153905,Raposos,16501,2021-06-04,1,0,0,0,0,0,0,0,0,0,0,0,0
2310951,Pires Ferreira,11052,2021-06-05,1,1,0,0,0,0,0,0,0,0,0,0,0
3130804,Ingaí,2785,2021-06-07,1,0,0,0,0,0,0,0,0,0,0,0,0
3116902,Comendador Gomes,3128,2021-06-08,2,1,0,0,0,0,0,0,0,0,0,0,0
4320651,Silveira Martins,2365,2021-06-08,1,0,0,0,0,0,0,0,0,0,0,0,0
2913101,Ibititá,17048,2021-06-10,1,1,0,0,0,0,0,0,0,0,0,0,0
2400505,Alexandria,13529,2021-06-11,4,2,0,0,0,0,0,0,0,0,0,0,0
2414506,Umarizal,10485,2021-06-11,3,2,0,0,0,0,0,0,0,0,0,0,0
2516706,Teixeira,15333,2021-06-11,0,1,0,0,0,0,0,0,0,0,0,0,0
2603603,Camutanga,8592,2021-06-11,1,0,0,0,0,0,0,0,0,0,0,0,0
2805802,Riachão do Dantas,19813,2021-06-11,2,1,0,0,0,0,0,0,0,0,0,0,0
4320701,Sobradinho,15041,2021-06-14,2,1,0,0,0,0,0,0,0,0,0,0,0
3106101,Belmiro Braga,3422,2021-06-15,1,0,0,0,0,0,0,0,0,0,0,0,0
3141900,Minduri,3891,2021-06-15,1,0,0,0,0,0,0,0,0,0,0,0,0
2508000,Juru,9831,2021-06-16,1,1,0,0,0,0,0,0,0,0,0,0,0
3122454,Divisópolis,11396,2021-06-16,1,0,0,0,0,0,0,0,0,0,0,0,0
3536802,Pedra Bela,6127,2021-06-16,1,0,0,0,0,0,0,0,0,0,0,0,0
4113429,Lidianópolis,3155,2021-06-16,1,0,0,0,0,0,0,0,0,0,0,0,0
4311601,Liberato Salzano,5087,2021-06-16,1,0,0,0,0,0,0,0,0,0,0,0,0
2202851,Coronel José Dias,4688,2021-06-17,1,0,0,0,0,0,0,0,0,0,0,0,0
3170008,Ubaí,12661,2021-06-18,1,0,0,0,0,0,0,0,0,0,0,0,0
3150307,Piedade do Rio Grande,4436,2021-06-19,1,1,0,0,0,0,0,0,0,0,0,0,0
3164308,São Roque de Minas,7100,2021-06-19,1,0,0,0,0,0,0,0,0,0,0,0,0
4218103,Timbé do Sul,5338,2021-06-19,2,1,0,0,0,0,0,0,0,0,0,0,0
4323606,Vista Alegre do Prata,1553,2021-06-19,1,0,0,0,0,0,0,0,0,0,0,0,0
4315057,Porto Mauá,2332,2021-06-21,1,1,0,0,0,0,0,0,0,0,0,0,0
2106102,Loreto,12271,2021-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0
3106804,Bias Fortes,3282,2021-06-22,2,1,0,0,0,0,0,0,0,0,0,0,0
2514305,São José de Caiana,6394,2021-06-23,1,0,0,0,0,0,0,0,0,0,0,0,0
2612802,Santa Terezinha,11914,2021-06-23,1,0,0,0,0,0,0,0,0,0,0,0,0
3116209,Chiador,2657,2021-06-23,1,1,0,0,0,0,0,0,0,0,0,0,0
3155405,Rio Novo,8964,2021-06-23,2,1,0,0,0,0,0,0,0,0,0,0,0
5209903,Iaciara,14215,2021-06-23,2,1,0,0,0,0,0,0,0,0,0,0,0
3110905,Campanha,16855,2021-06-24,2,1,0,0,0,0,0,0,0,0,0,0,0
3125606,Felisburgo,7548,2021-06-24,1,0,0,0,0,0,0,0,0,0,0,0,0
3158904,Santana do Manhuaçu,8660,2021-06-24,1,1,0,0,0,0,0,0,0,0,0,0,0
2707800,Roteiro,6634,2021-06-25,1,0,0,0,0,0,0,0,0,0,0,0,0
3167707,Sobrália,5476,2021-06-25,1,0,0,0,0,0,0,0,0,0,0,0,0
4305116,Centenário,2865,2021-06-25,1,0,0,0,0,0,0,0,0,0,0,0,0
2608453,Lagoa do Carro,18429,2021-06-26,1,0,0,0,0,0,0,0,0,0,0,0,0
5206503,Cromínia,3458,2021-06-26,3,2,0,0,0,0,0,0,0,0,0,0,0
3305604,Silva Jardim,21775,2021-06-27,0,0,0,1,0,0,0,0,0,0,0,0,0
2604908,Cumaru,9494,2021-06-28,1,1,0,0,0,0,0,0,0,0,0,0,0
3138609,Lima Duarte,16749,2021-06-28,1,1,0,0,0,0,0,0,0,0,0,0,0
3170578,Vargem Alegre,6460,2021-06-28,1,0,0,0,0,0,0,0,0,0,0,0,0
2313708,Umari,7740,2021-06-29,1,0,0,0,0,0,0,0,0,0,0,0,0
3164407,São Sebastião da Bela Vista,5598,2021-06-29,2,1,0,0,0,0,0,0,0,0,0,0,0
3165909,Senador Modestino Gonçalves,4056,2021-06-29,1,0,0,0,0,0,0,0,0,0,0,0,0
3169059,Tocos do Moji,4117,2021-06-29,0,0,0,1,0,0,0,0,0,0,0,0,0
3503158,Arapeí,2452,2021-06-29,1,1,0,0,0,0,0,0,0,0,0,0,0
4318432,São João do Polêsine,2535,2021-06-29,2,0,0,0,0,0,0,0,0,0,0,0,0
4210050,Macieira,1757,2021-06-30,1,0,0,0,0,0,0,0,0,0,0,0,0
4321477,Tiradentes do Sul,5532,2021-06-30,0,0,0,1,0,0,0,0,0,0,0,0,0
5204706,Campinorte,12880,2021-06-30,3,0,0,0,0,0,0,0,0,0,0,0,0
2513802,Santa Teresinha,4550,2021-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0
4123105,Santa Amélia,3208,2021-07-01,3,1,0,0,0,0,0,0,0,0,0,0,0
4310363,Imigrante,3103,2021-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0
5214879,Nova Iguaçu de Goiás,2939,2021-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0
2514800,São José dos Cordeiros,3607,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
2608404,Jurema,15483,2021-07-02,1,0,0,0,0,0,0,0,0,0,0,0,0
3100302,Abre Campo,13434,2021-07-02,1,0,0,0,0,0,0,0,0,0,0,0,0
3117009,Comercinho,6624,2021-07-02,1,0,0,1,0,0,0,0,0,0,0,0,0
3123858,Entre Folhas,5383,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
3140407,Marmelópolis,2701,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
3157658,Santa Helena de Minas,6406,2021-07-02,3,2,0,0,0,0,0,0,0,0,0,0,0
3162302,São João da Mata,2743,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
3162658,São João do Pacuí,4476,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
3555901,Uru,1142,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
4213351,Ponte Alta do Norte,3426,2021-07-02,1,1,0,1,0,0,0,0,0,0,0,0,0
4217105,São Martinho,3162,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
4218855,União do Oeste,2364,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
4308854,Gentil,1619,2021-07-02,0,0,0,1,0,0,0,0,0,0,0,0,0
4312252,Minas do Leão,8130,2021-07-02,1,0,0,1,0,0,0,0,0,0,0,0,0
4323358,Vila Lângaro,2070,2021-07-02,1,0,0,2,0,0,0,0,0,0,0,0,0
5213905,Mossâmedes,4120,2021-07-02,2,1,0,0,0,0,0,0,0,0,0,0,0
2308906,Morrinhos,22830,2021-07-03,1,0,0,0,0,0,0,0,0,0,0,0,0
2414308,Timbaúba dos Batistas,2427,2021-07-03,0,0,0,1,0,0,0,0,0,0,0,0,0
3501400,Álvaro de Carvalho,5320,2021-07-03,1,0,0,1,0,0,0,0,0,0,0,0,0
3525508,Joanópolis,13453,2021-07-03,2,1,0,0,0,0,0,0,0,0,0,0,0
4300471,Almirante Tamandaré do Sul,1935,2021-07-03,1,0,0,0,0,0,0,0,0,0,0,0,0
4316733,Santa Cecília do Sul,1630,2021-07-03,0,0,0,1,0,0,0,0,0,0,0,0,0
4317558,Santo Antônio do Palma,2118,2021-07-03,0,0,0,1,0,0,0,0,0,0,0,0,0
5208301,Divinópolis de Goiás,4701,2021-07-03,3,3,0,1,0,0,0,0,0,0,0,0,0
3151305,Piraúba,10732,2021-07-04,1,0,0,0,0,0,0,0,0,0,0,0,0
3170602,Vargem Bonita,2143,2021-07-04,0,0,0,1,0,0,0,0,0,0,0,0,0
4323754,Vitória das Missões,3052,2021-07-04,0,0,0,1,0,0,0,0,0,0,0,0,0
2919900,Macururé,7752,2021-07-05,0,0,0,1,0,0,0,0,0,0,0,0,0
2932101,Ubaíra,19860,2021-07-05,1,0,0,0,0,0,0,0,0,0,0,0,0
3158805,Santana do Jacaré,4847,2021-07-05,0,0,0,1,0,0,0,0,0,0,0,0,0
3550001,São Luiz do Paraitinga,10693,2021-07-05,0,0,0,1,0,0,0,0,0,0,0,0,0
4115739,Mato Rico,3142,2021-07-05,1,1,0,1,0,0,0,0,0,0,0,0,0
4128658,Virmond,4051,2021-07-05,1,1,0,1,0,0,0,0,0,0,0,0,0
4312674,Nicolau Vergueiro,1667,2021-07-05,1,0,0,0,0,0,0,0,0,0,0,0,0
4313425,Novo Machado,3191,2021-07-05,0,0,0,2,0,0,0,0,0,0,0,0,0
4319372,São Pedro do Butiá,2950,2021-07-05,2,1,0,0,0,0,0,0,0,0,0,0,0
2210623,Sebastião Barros,3434,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0
2303907,Chaval,13112,2021-07-06,1,0,0,0,0,0,0,0,0,0,0,0,0
2403400,Equador,6064,2021-07-06,1,0,0,0,0,0,0,0,0,0,0,0,0
2609709,Orobó,23985,2021-07-06,2,2,0,0,0,0,0,0,0,0,0,0,0
3106408,Belo Vale,7723,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0
3117108,Conceição da Aparecida,10351,2021-07-06,0,0,0,2,0,0,0,0,0,0,0,0,0
3125804,Fernandes Tourinho,3500,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0
3127305,Galiléia,6764,2021-07-06,1,0,0,2,0,0,0,0,0,0,0,0,0
3134004,Itinga,15053,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0
3138302,Leandro Ferreira,3222,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0
3542305,Redenção da Serra,3827,2021-07-06,1,1,0,1,0,0,0,0,0,0,0,0,0
3543709,Rincão,10824,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0
4202438,Bocaina do Sul,3501,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0
4203402,Campo Belo do Sul,6889,2021-07-06,1,0,0,0,0,0,0,0,0,0,0,0,0
4210407,Maracajá,7461,2021-07-06,0,1,0,0,0,0,0,0,0,0,0,0,0
4215109,Rodeio,11647,2021-07-06,1,1,0,2,0,0,0,0,0,0,0,0,0
4300554,Alto Alegre,1590,2021-07-06,0,0,0,2,0,0,0,0,0,0,0,0,0
4306924,Engenho Velho,932,2021-07-06,0,0,0,2,0,0,0,0,0,0,0,0,0
4306932,Entre-Ijuís,8350,2021-07-06,2,0,0,0,0,0,0,0,0,0,0,0,0
4313607,Paim Filho,3731,2021-07-06,2,1,0,0,0,0,0,0,0,0,0,0,0
5221007,Taquaral de Goiás,3506,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0
1701903,Araguacema,7223,2021-07-07,1,0,0,0,0,0,0,0,0,0,0,0,0
2413904,Taipu,12314,2021-07-07,1,0,0,1,0,0,0,0,0,0,0,0,0
2908804,Contendas do Sincorá,4025,2021-07-07,0,0,0,1,0,0,0,0,0,0,0,0,0
2925907,Quijingue,27672,2021-07-07,0,0,0,1,0,0,0,0,0,0,0,0,0
2929057,São Félix do Coribe,15543,2021-07-07,2,1,0,0,0,0,0,0,0,0,0,0,0
3118106,Congonhas do Norte,5047,2021-07-07,1,0,0,0,0,0,0,0,0,0,0,0,0
3130408,Ijaci,6667,2021-07-07,1,0,0,0,0,0,0,0,0,0,0,0,0
3145802,Onça de Pitangui,3155,2021-07-07,1,0,0,0,0,0,0,0,0,0,0,0,0
3161205,São Francisco de Paula,6512,2021-07-07,0,0,0,2,0,0,0,0,0,0,0,0,0
3205150,Vila Pavão,9280,2021-07-07,0,0,0,1,0,0,0,0,0,0,0,0,0
4117214,Nova Santa Bárbara,4304,2021-07-07,0,0,0,3,0,0,0,0,0,0,0,0,0
4312476,Morro Reuter,6570,2021-07-07,2,1,0,0,0,0,0,0,0,0,0,0,0
4314787,Ponte Preta,1501,2021-07-07,2,1,0,0,0,0,0,0,0,0,0,0,0
3125408,Felício dos Santos,4656,2021-07-08,1,0,0,1,0,0,0,0,0,0,0,0,0
3146008,Ouro Fino,33938,2021-07-08,1,1,0,2,0,0,0,0,0,0,0,0,0
3158409,Santana de Cataguases,3909,2021-07-08,1,0,0,0,0,0,0,0,0,0,0,0,0
3202603,Iconha,14083,2021-07-08,5,3,0,0,0,0,0,0,0,0,0,0,0
4321303,Taquari,26907,2021-07-08,1,0,0,1,0,0,0,0,0,0,0,0,0
2202901,Corrente,26771,2021-07-09,4,2,0,0,0,0,0,0,0,0,0,0,0
2800704,Brejo Grande,8396,2021-07-09,0,1,0,0,0,0,0,0,0,0,0,0,0
3301157,Cardoso Moreira,12818,2021-07-09,0,1,0,1,0,0,0,0,0,0,0,0,0
4209904,Lontras,12497,2021-07-09,2,2,0,0,0,0,0,0,0,0,0,0,0
5213772,Montividiu do Norte,4538,2021-07-09,1,0,0,0,0,0,0,0,0,0,0,0,0
1705557,Combinado,4870,2021-07-10,0,1,0,0,0,0,0,0,0,0,0,0,0
2210359,São Lourenço do Piauí,4581,2021-07-10,2,0,0,0,0,0,0,0,0,0,0,0,0
2503555,Cacimbas,7225,2021-07-10,2,0,0,0,0,0,0,0,0,0,0,0,0
2511301,Piancó,16147,2021-07-10,1,0,0,0,0,0,0,0,0,0,0,0,0
2910750,Fátima,17801,2021-07-10,1,0,0,3,0,0,0,0,0,0,0,0,0
2929701,Sátiro Dias,17330,2021-07-10,0,0,0,2,0,0,0,0,0,0,0,0,0
3138500,Liberdade,4994,2021-07-10,2,1,0,0,0,0,0,0,0,0,0,0,0
4215356,Saltinho,3727,2021-07-10,1,1,0,1,0,0,0,0,0,0,0,0,0
4307302,Erval Seco,6697,2021-07-10,3,1,0,1,0,0,0,0,0,0,0,0,0
5213400,Moiporá,1471,2021-07-10,1,0,0,0,0,0,0,0,0,0,0,0,0
2915106,Itagi,12140,2021-07-11,0,0,0,2,0,0,0,0,0,0,0,0,0
3525854,Jumirim,3467,2021-07-11,0,0,0,1,0,0,0,0,0,0,0,0,0
4303707,Campina das Missões,5325,2021-07-11,1,0,0,1,0,0,0,0,0,0,0,0,0
1711951,Lagoa do Tocantins,4470,2021-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0
2303303,Cariús,18700,2021-07-12,1,0,0,1,0,0,0,0,0,0,0,0,0
2506202,Frei Martinho,2989,2021-07-12,2,0,0,1,0,0,0,0,0,0,0,0,0
2512762,Riachão do Poço,4571,2021-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0
2616183,Vertente do Lério,7526,2021-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0
2904506,Brotas de Macaúbas,10705,2021-07-12,1,0,0,1,0,0,0,0,0,0,0,0,0
3114501,Carmópolis de Minas,19756,2021-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0
3200508,Apiacá,7542,2021-07-12,1,1,0,0,0,0,0,0,0,0,0,0,0
3306156,Varre-Sai,11208,2021-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0
3526308,Lagoinha,4882,2021-07-12,1,1,0,0,0,0,0,0,0,0,0,0,0
3551108,Sarapuí,10493,2021-07-12,0,0,0,1,0,0,0,0,0,0,0,0,0
4110201,Inácio Martins,11117,2021-07-12,2,0,0,0,0,0,0,0,0,0,0,0,0
5207501,Estrela do Norte,3253,2021-07-12,3,3,0,1,0,0,0,0,0,0,0,0,0
2502300,Bom Sucesso,4937,2021-07-13,2,0,0,0,0,0,0,0,0,0,0,0,0
3104403,Argirita,2681,2021-07-13,0,0,0,1,0,0,0,0,0,0,0,0,0
3122702,Dom Silvério,5227,2021-07-13,1,0,0,0,0,0,0,0,0,0,0,0,0
3162252,São João da Lagoa,4949,2021-07-13,2,2,0,0,0,0,0,0,0,0,0,0,0
3205010,Sooretama,31278,2021-07-13,1,0,0,0,0,0,0,0,0,0,0,0,0
4203154,Calmon,3325,2021-07-13,2,0,0,0,0,0,0,0,0,0,0,0,0
4312757,Nova Alvorada,3698,2021-07-13,0,0,0,1,0,0,0,0,0,0,0,0,0
4321832,Três Forquilhas,2643,2021-07-13,0,0,0,1,0,0,0,0,0,0,0,0,0
5215207,Novo Brasil,2775,2021-07-13,0,0,0,1,0,0,0,0,0,0,0,0,0
2923803,Paripiranga,29124,2021-07-14,1,1,0,0,0,0,0,0,0,0,0,0,0
3121001,Datas,5431,2021-07-14,1,0,0,0,0,0,0,0,0,0,0,0,0
3127602,Gouveia,11811,2021-07-14,0,0,0,3,0,0,0,0,0,0,0,0,0
3540754,Potim,25603,2021-07-14,1,0,0,0,0,0,0,0,0,0,0,0,0
4108957,Guamiranga,8881,2021-07-14,0,0,0,1,0,0,0,0,0,0,0,0,0
4115507,Marumbi,4676,2021-07-14,1,0,0,1,0,0,0,0,0,0,0,0,0
4202156,Belmonte,2712,2021-07-14,2,1,0,0,0,0,0,0,0,0,0,0,0
2204006,Francinópolis,5345,2021-07-15,1,0,0,0,0,0,0,0,0,0,0,0,0
2410207,Portalegre,7944,2021-07-15,3,2,0,0,0,0,0,0,0,0,0,0,0
2413508,Serrinha,6128,2021-07-15,1,0,0,0,0,0,0,0,0,0,0,0,0
2902005,Aracatu,12960,2021-07-15,1,1,0,0,0,0,0,0,0,0,0,0,0
2902658,Banzaê,13251,2021-07-15,0,1,0,0,0,0,0,0,0,0,0,0,0
3106903,Bicas,14612,2021-07-15,2,1,0,2,0,0,0,0,0,0,0,0,0
3141405,Medina,20701,2021-07-15,2,1,0,1,0,0,0,0,0,0,0,0,0
3160306,Santo Antônio do Jacinto,11570,2021-07-15,1,0,0,0,0,0,0,0,0,0,0,0,0
3300902,Cambuci,15521,2021-07-15,4,3,0,0,0,0,0,0,0,0,0,0,0
3304102,Porciúncula,19068,2021-07-15,2,1,0,0,0,0,0,0,0,0,0,0,0
4210555,Marema,1703,2021-07-15,1,1,0,2,0,0,0,0,0,0,0,0,0
5212907,Marzagão,2263,2021-07-15,0,0,0,1,0,0,0,0,0,0,0,0,0
2909109,Coribe,14108,2021-07-16,1,0,0,1,0,0,0,0,0,0,0,0,0
3149150,Pedras de Maria da Cruz,12313,2021-07-16,2,1,0,0,0,0,0,0,0,0,0,0,0
3300951,Comendador Levy Gasparian,8590,2021-07-16,1,0,0,0,0,0,0,0,0,0,0,0,0
3533809,Óleo,2447,2021-07-16,1,1,0,1,0,0,0,0,0,0,0,0,0
3547007,Santa Maria da Serra,6298,2021-07-16,3,2,0,0,0,0,0,0,0,0,0,0,0
4204756,Cunhataí,1972,2021-07-16,1,0,0,0,0,0,0,0,0,0,0,0,0
2206951,Novo Santo Antônio,3014,2021-07-17,1,0,0,0,0,0,0,0,0,0,0,0,0
2210904,Socorro do Piauí,4557,2021-07-17,1,0,0,0,0,0,0,0,0,0,0,0,0
3141702,Mesquita,5489,2021-07-17,2,0,0,0,0,0,0,0,0,0,0,0,0
3522653,Itapirapuã Paulista,4294,2021-07-17,1,1,0,0,0,0,0,0,0,0,0,0,0
4204350,Cordilheira Alta,4585,2021-07-17,3,1,0,0,0,0,0,0,0,0,0,0,0
4301925,Barra do Rio Azul,1621,2021-07-17,2,0,0,0,0,0,0,0,0,0,0,0,0
1707306,Dueré,4686,2021-07-19,0,0,0,1,0,0,0,0,0,0,0,0,0
3113602,Careaçu,6826,2021-07-19,2,1,0,0,0,0,0,0,0,0,0,0,0
3138104,Lassance,6494,2021-07-19,1,1,0,0,0,0,0,0,0,0,0,0,0
